Date,Currency,Rate,Bid,Ask
2017-11-01,EUR,0.8421852814539857,0.8405009108910778,0.8438696520168937
2017-11-01,GBP,0.7516408403450606,0.7501375586643705,0.7531441220257508
2017-11-01,JPY,110.08907570048348,109.8688975490825,110.30925385188445
2017-11-01,CAD,1.2502463048920505,1.2477458122822664,1.2527467975018345
2017-11-01,AUD,1.303879649517264,1.3012718902182294,1.3064874088162985
2017-11-01,CHF,0.9728010713816981,0.9708554692389347,0.9747466735244615
2017-11-01,CNY,6.465319078006259,6.452388439850247,6.478249716162272
2017-11-01,MXN,18.970883378922355,18.932941612164512,19.0088251456802
2017-11-01,BRL,3.8037756582159123,3.7961681068994806,3.811383209532344
2017-11-01,INR,70.16818531534852,70.02784894471783,70.30852168597922
2017-11-02,EUR,0.8509241667438419,0.8492223184103542,0.8526260150773295
2017-11-02,GBP,0.7507349872120657,0.7492335172376415,0.7522364571864898
2017-11-02,JPY,110.17184837618072,109.95150467942835,110.39219207293309
2017-11-02,CAD,1.2433057799196636,1.2408191683598242,1.245792391479503
2017-11-02,AUD,1.2953022901529168,1.2927116855726108,1.2978928947332227
2017-11-02,CHF,0.9867844959720606,0.9848109269801165,0.9887580649640048
2017-11-02,CNY,6.476570428796144,6.463617287938551,6.489523569653737
2017-11-02,MXN,18.888101733405048,18.85032552993824,18.925877936871856
2017-11-02,BRL,3.7995955724816683,3.791996381336705,3.8071947636266317
2017-11-02,INR,69.68945917314159,69.5500802547953,69.82883809148787
2017-11-03,EUR,0.8466025457755217,0.8449093406839707,0.8482957508670728
2017-11-03,GBP,0.7510866455540888,0.7495844722629806,0.7525888188451969
2017-11-03,JPY,109.35404411555207,109.13533602732096,109.57275220378318
2017-11-03,CAD,1.2504229896996397,1.2479221437202404,1.252923835679039
2017-11-03,AUD,1.303883374080542,1.301275607332381,1.306491140828703
2017-11-03,CHF,0.9700608641886388,0.9681207424602615,0.9720009859170161
2017-11-03,CNY,6.419746651665257,6.406907158361927,6.432586144968587
2017-11-03,MXN,19.035919204292245,18.99784736588366,19.07399104270083
2017-11-03,BRL,3.8088950532523382,3.8012772631458334,3.816512843358843
2017-11-03,INR,70.13245747887638,69.99219256391862,70.27272239383413
2017-11-04,EUR,0.8502001670489848,0.8484997667148868,0.8519005673830828
2017-11-04,GBP,0.7478689939963407,0.746373256008348,0.7493647319843333
2017-11-04,JPY,109.95176647114927,109.73186293820697,110.17167000409157
2017-11-04,CAD,1.2425117314479865,1.2400267079850906,1.2449967549108825
2017-11-04,AUD,1.298734199456835,1.2961367310579215,1.3013316678557487
2017-11-04,CHF,0.9722161470580494,0.9702717147639333,0.9741605793521655
2017-11-04,CNY,6.528371866860912,6.51531512312719,6.541428610594633
2017-11-04,MXN,18.80679293626187,18.769179350389347,18.844406522134395
2017-11-04,BRL,3.776241354095804,3.7686888713876123,3.7837938368039956
2017-11-04,INR,69.93519557282463,69.79532518167898,70.07506596397027
2017-11-05,EUR,0.8488815802674528,0.8471838171069178,0.8505793434279877
2017-11-05,GBP,0.7522919793867904,0.7507873954280168,0.753796563345564
2017-11-05,JPY,108.80741650741969,108.58980167440485,109.02503134043452
2017-11-05,CAD,1.2447393072494868,1.242249828634988,1.2472287858639857
2017-11-05,AUD,1.2947979178157936,1.292208321980162,1.2973875136514252
2017-11-05,CHF,0.9764825417301066,0.9745295766466464,0.9784355068135668
2017-11-05,CNY,6.493842907722312,6.480855221906868,6.506830593537757
2017-11-05,MXN,19.127854118348225,19.089598410111527,19.166109826584922
2017-11-05,BRL,3.809001150092705,3.8013831477925195,3.81661915239289
2017-11-05,INR,69.899627257855,69.7598280033393,70.03942651237071
2017-11-06,EUR,0.8438222762774179,0.842134631724863,0.8455099208299728
2017-11-06,GBP,0.7483191098713929,0.7468224716516502,0.7498157480911357
2017-11-06,JPY,110.19191885661677,109.97153501890354,110.41230269433
2017-11-06,CAD,1.2487386931451872,1.2462412157588967,1.2512361705314776
2017-11-06,AUD,1.3082186985357698,1.3056022611386982,1.3108351359328414
2017-11-06,CHF,0.9810178933844214,0.9790558575976526,0.9829799291711901
2017-11-06,CNY,6.468298784606526,6.455362187037313,6.48123538217574
2017-11-06,MXN,19.00543691814869,18.967426044312393,19.043447791984985
2017-11-06,BRL,3.764457637918599,3.756928722642762,3.771986553194436
2017-11-06,INR,70.22906024738597,70.0886021268912,70.36951836788074
2017-11-07,EUR,0.8492958971565027,0.8475973053621897,0.8509944889508156
2017-11-07,GBP,0.7520572483801611,0.7505531338834007,0.7535613628769214
2017-11-07,JPY,109.28140380622631,109.06284099861385,109.49996661383877
2017-11-07,CAD,1.2444721341910687,1.2419831899226865,1.246961078459451
2017-11-07,AUD,1.3037463703826004,1.3011388776418353,1.3063538631233655
2017-11-07,CHF,0.9859557572450128,0.9839838457305228,0.9879276687595029
2017-11-07,CNY,6.482802111899746,6.4698365076759465,6.495767716123545
2017-11-07,MXN,18.92341059998384,18.885563778783872,18.961257421183806
2017-11-07,BRL,3.7660276070834,3.758495551869233,3.7735596622975667
2017-11-07,INR,69.67249277101749,69.53314778547545,69.81183775655953
2017-11-08,EUR,0.8569003527507658,0.8551865520452643,0.8586141534562673
2017-11-08,GBP,0.7491910779076696,0.7476926957518543,0.7506894600634849
2017-11-08,JPY,109.7634565778305,109.54392966467483,109.98298349098616
2017-11-08,CAD,1.2518714161268836,1.2493676732946297,1.2543751589591374
2017-11-08,AUD,1.2905389036505088,1.2879578258432078,1.2931199814578098
2017-11-08,CHF,0.9801511559458888,0.9781908536339969,0.9821114582577806
2017-11-08,CNY,6.489072379980951,6.476094235220989,6.502050524740913
2017-11-08,MXN,19.007906152783264,18.969890340477697,19.04592196508883
2017-11-08,BRL,3.8064609740928628,3.798848052144677,3.8140738960410485
2017-11-08,INR,69.38457963508176,69.2458104758116,69.52334879435193
2017-11-09,EUR,0.8518111893903956,0.8501075670116148,0.8535148117691763
2017-11-09,GBP,0.7510957789191359,0.7495935873612977,0.7525979704769742
2017-11-09,JPY,110.63967354592943,110.41839419883756,110.86095289302129
2017-11-09,CAD,1.2492642302886687,1.2467657018280913,1.2517627587492461
2017-11-09,AUD,1.3078669180641982,1.3052511842280698,1.3104826519003265
2017-11-09,CHF,0.9733323042974054,0.9713856396888105,0.9752789689060002
2017-11-09,CNY,6.5354811090885905,6.522410146870413,6.5485520713067675
2017-11-09,MXN,18.978949654604186,18.940991755294977,19.016907553913395
2017-11-09,BRL,3.8205048200736775,3.81286381043353,3.828145829713825
2017-11-09,INR,70.08292205211723,69.942756208013,70.22308789622146
2017-11-10,EUR,0.8569357316544695,0.8552218601911605,0.8586496031177784
2017-11-10,GBP,0.7406909978458998,0.739209615850208,0.7421723798415916
2017-11-10,JPY,110.01550944616422,109.79547842727189,110.23554046505654
2017-11-10,CAD,1.247365264000351,1.2448705334723502,1.2498599945283517
2017-11-10,AUD,1.2993483589127974,1.296749662194972,1.301947055630623
2017-11-10,CHF,0.9832774519743783,0.9813108970704296,0.985244006878327
2017-11-10,CNY,6.4363707329288795,6.423497991463022,6.449243474394737
2017-11-10,MXN,18.974880555698277,18.936930794586882,19.012830316809673
2017-11-10,BRL,3.7563216370974546,3.7488089938232596,3.7638342803716496
2017-11-10,INR,70.3595715369675,70.21885239389356,70.50029068004143
2017-11-11,EUR,0.8503827221797845,0.8486819567354249,0.8520834876241441
2017-11-11,GBP,0.7488207631520245,0.7473231216257205,0.7503184046783286
2017-11-11,JPY,109.91904469399783,109.69920660460984,110.13888278338582
2017-11-11,CAD,1.2595313400991222,1.2570122774189239,1.2620504027793205
2017-11-11,AUD,1.2896127075183907,1.287033482103354,1.2921919329334275
2017-11-11,CHF,0.987052727605907,0.9850786221506952,0.9890268330611188
2017-11-11,CNY,6.437760761886555,6.424885240362782,6.4506362834103275
2017-11-11,MXN,19.013091407234924,18.975065224420455,19.051117590049394
2017-11-11,BRL,3.802739030884149,3.7951335528223806,3.810344508945917
2017-11-11,INR,69.19013025935628,69.05174999883756,69.328510519875
2017-11-12,EUR,0.8513522274934224,0.8496495230384356,0.8530549319484093
2017-11-12,GBP,0.7495068222145116,0.7480078085700825,0.7510058358589407
2017-11-12,JPY,109.6618213070511,109.442497664437,109.8811449496652
2017-11-12,CAD,1.2376618398605659,1.2351865161808449,1.240137163540287
2017-11-12,AUD,1.287470167391422,1.2848952270566392,1.2900451077262047
2017-11-12,CHF,0.9801835360559666,0.9782231689838548,0.9821439031280785
2017-11-12,CNY,6.546783356499585,6.533689789786586,6.559876923212584
2017-11-12,MXN,18.86044038961499,18.82271950883576,18.89816127039422
2017-11-12,BRL,3.8003506854662588,3.7927499840953263,3.8079513868371913
2017-11-12,INR,70.00053055619394,69.86052949508155,70.14053161730632
2017-11-13,EUR,0.8520545607954803,0.8503504516738893,0.8537586699170712
2017-11-13,GBP,0.7515844383054797,0.7500812694288688,0.7530876071820907
2017-11-13,JPY,108.93447828571455,108.71660932914313,109.15234724228597
2017-11-13,CAD,1.2491838583614852,1.2466854906447622,1.2516822260782081
2017-11-13,AUD,1.3042130423392209,1.3016046162545425,1.3068214684238992
2017-11-13,CHF,0.9842864247687773,0.9823178519192397,0.9862549976183148
2017-11-13,CNY,6.441881669790132,6.428997906450552,6.454765433129713
2017-11-13,MXN,19.066731085444108,19.02859762327322,19.104864547614994
2017-11-13,BRL,3.8178462758982534,3.810210583346457,3.82548196845005
2017-11-13,INR,70.65004988912517,70.50874978934692,70.79134998890342
2017-11-14,EUR,0.852714871854142,0.8510094421104337,0.8544203015978502
2017-11-14,GBP,0.7454034740402623,0.7439126670921817,0.7468942809883429
2017-11-14,JPY,111.48304271271827,111.26007662729283,111.70600879814371
2017-11-14,CAD,1.24986886337408,1.2473691256473318,1.2523686011008281
2017-11-14,AUD,1.2935278164908262,1.2909407608578445,1.2961148721238078
2017-11-14,CHF,0.9775109704450374,0.9755559485041474,0.9794659923859275
2017-11-14,CNY,6.457686127593794,6.444770755338606,6.470601499848982
2017-11-14,MXN,19.18336565829534,19.14499892697875,19.22173238961193
